match_id,season,date,team1,team2,winner,margin,venue,city
1226838,2020/21,2021/01/19,Perth Scorchers,Brisbane Heat,Perth Scorchers,59 runs,Docklands Stadium,Melbourne
1226839,2020/21,2021/01/15,Melbourne Stars,Adelaide Strikers,Melbourne Stars,111 runs,Melbourne Cricket Ground,Melbourne
1226840,2020/21,2021/01/18,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,6 wickets,Manuka Oval,Canberra
1226841,2020/21,2020/12/12,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,7 wickets,Bellerive Oval,Hobart
1226842,2020/21,2021/01/03,Adelaide Strikers,Sydney Sixers,Sydney Sixers,7 wickets,Carrara Oval,Carrara
1226843,2020/21,2021/01/14,Melbourne Renegades,Brisbane Heat,Brisbane Heat,5 wickets,Manuka Oval,Canberra
1226844,2020/21,2021/01/02,Hobart Hurricanes,Melbourne Stars,Hobart Hurricanes,21 runs,Bellerive Oval,Hobart
1226845,2020/21,2020/12/28,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,71 runs,Adelaide Oval,Adelaide
1226846,2020/21,2020/12/26,Melbourne Stars,Sydney Sixers,Sydney Sixers,1 wickets,Carrara Oval,Carrara
1226847,2020/21,2021/01/24,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,6 runs,Adelaide Oval,Adelaide
1226848,2020/21,2021/01/23,Brisbane Heat,Melbourne Renegades,Brisbane Heat,26 runs,Docklands Stadium,Melbourne
1226849,2020/21,2021/01/23,Perth Scorchers,Melbourne Stars,Perth Scorchers,11 runs,Melbourne Cricket Ground,Melbourne
1226850,2020/21,2020/12/13,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,11 runs,Bellerive Oval,Hobart
1226851,2020/21,2021/01/04,Sydney Thunder,Brisbane Heat,Brisbane Heat,5 wickets,Brisbane Cricket Ground,Brisbane
1226852,2020/21,2020/12/10,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,16 runs,Bellerive Oval,Hobart
1226853,2020/21,2021/01/03,Perth Scorchers,Melbourne Renegades,Perth Scorchers,96 runs,Perth Stadium,Perth
1226854,2020/21,2020/12/29,Sydney Thunder,Melbourne Stars,Sydney Thunder,75 runs,Manuka Oval,Canberra
1226855,2020/21,2021/01/10,Brisbane Heat,Sydney Sixers,Sydney Sixers,3 wickets,Carrara Oval,Carrara
1226856,2020/21,2021/01/01,Melbourne Renegades,Sydney Thunder,Sydney Thunder,7 runs,Carrara Oval,Carrara
1226857,2020/21,2021/01/12,Hobart Hurricanes,Perth Scorchers,Perth Scorchers,9 wickets,Perth Stadium,Perth
1226858,2020/21,2021/01/26,Melbourne Stars,Sydney Sixers,Sydney Sixers,5 wickets,Melbourne Cricket Ground,Melbourne
1226859,2020/21,2021/01/21,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,82 runs,Adelaide Oval,Adelaide
1226860,2020/21,2021/01/26,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,11 runs,Melbourne Cricket Ground,Melbourne
1226861,2020/21,2021/01/13,Sydney Thunder,Sydney Sixers,Sydney Sixers,5 wickets,Manuka Oval,Canberra
1226862,2020/21,2021/01/26,Brisbane Heat,Perth Scorchers,Brisbane Heat,6 runs,Adelaide Oval,Adelaide
1226863,2020/21,2020/12/15,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,5 wickets,Aurora Stadium,Launceston
1226864,2020/21,2021/01/17,Melbourne Renegades,Melbourne Stars,Melbourne Stars,6 wickets,Melbourne Cricket Ground,Melbourne
1226865,2020/21,2021/01/16,Perth Scorchers,Sydney Sixers,Sydney Sixers,7 wickets,Manuka Oval,Canberra
1226866,2020/21,2020/12/14,Brisbane Heat,Sydney Thunder,Sydney Thunder,4 wickets,Manuka Oval,Canberra
1226867,2020/21,2020/12/16,Perth Scorchers,Melbourne Stars,,,Aurora Stadium,Launceston
1226868,2020/21,2020/12/27,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,4 wickets,Brisbane Cricket Ground,Brisbane
1226869,2020/21,2021/01/20,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,5 wickets,Docklands Stadium,Melbourne
1226870,2020/21,2020/12/31,Adelaide Strikers,Perth Scorchers,Perth Scorchers,7 wickets,Adelaide Oval,Adelaide
1226871,2020/21,2021/01/07,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,39 runs,Perth Stadium,Perth
1226872,2020/21,2020/12/11,Brisbane Heat,Melbourne Stars,Melbourne Stars,6 wickets,Manuka Oval,Canberra
1226873,2020/21,2020/12/20,Sydney Sixers,Adelaide Strikers,Sydney Sixers,38 runs,Bellerive Oval,Hobart
1226874,2020/21,2020/12/26,Sydney Thunder,Melbourne Renegades,Sydney Thunder,129 runs,Manuka Oval,Canberra
1226875,2020/21,2020/12/30,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,1 runs,Brisbane Cricket Ground,Brisbane
1226876,2020/21,2021/01/11,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,5 wickets,Adelaide Oval,Adelaide
1226877,2020/21,2020/12/29,Melbourne Renegades,Sydney Sixers,Sydney Sixers,2 wickets,Carrara Oval,Carrara
1226878,2020/21,2021/01/09,Perth Scorchers,Sydney Thunder,Perth Scorchers,17 runs,Perth Stadium,Perth
1226879,2020/21,2021/01/04,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,10 runs,Bellerive Oval,Hobart
1226880,2020/21,2021/01/22,Sydney Thunder,Sydney Sixers,Sydney Thunder,46 runs,Adelaide Oval,Adelaide
1226881,2020/21,2020/12/23,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,2 runs,Brisbane Cricket Ground,Brisbane
1226882,2020/21,2021/02/06,Sydney Sixers,Perth Scorchers,Sydney Sixers,27 runs,Sydney Cricket Ground,Sydney
1226883,2020/21,2021/01/29,Adelaide Strikers,Brisbane Heat,Brisbane Heat,6 wickets,Brisbane Cricket Ground,Brisbane
1226884,2020/21,2021/01/30,Perth Scorchers,Sydney Sixers,Sydney Sixers,9 wickets,Manuka Oval,Canberra
1226885,2020/21,2021/01/31,Sydney Thunder,Brisbane Heat,Brisbane Heat,7 wickets,Manuka Oval,Canberra
1226886,2020/21,2021/02/04,Perth Scorchers,Brisbane Heat,Perth Scorchers,49 runs,Manuka Oval,Canberra
