player,team,format,total_runs,balls_faced,matches,strike_rate
Robiul Islam,Bangladesh,Test,99,203,9,48.77
CJ Bowes,New Zealand,ODI,99,121,6,81.82
Rehan Ahmed,England,ODI,99,124,7,79.84
Maaz Sadaqat,Pakistan,ODI,99,80,3,123.75
Hamza Tariq,Canada,ODI,99,144,5,68.75
Saad Nasim,Pakistan,ODI,99,125,3,79.2
TD Astle,New Zealand,Test,98,257,4,38.13
J Fraser-McGurk,Australia,ODI,98,77,7,127.27
HH Dippenaar,Africa XI,ODI,98,136,5,72.06
Suhrawadi Shuvo,Bangladesh,ODI,98,138,10,71.01
I Maraj,Canada,ODI,98,273,6,35.9
L Ngidi,South Africa,Test,97,230,20,42.17
JL Ontong,South Africa,ODI,97,134,5,72.39
AL Kandappah,Canada,ODI,97,159,2,61.01
KMA Paul,West Indies,Test,96,119,3,80.67
SP Jones,England,Test,96,180,5,53.33
R Clarke,England,Test,96,253,2,37.94
RA Jones,New Zealand,ODI,96,187,3,51.34
KJ Abbott,South Africa,Test,95,339,10,28.02
JAH Marshall,New Zealand,Test,95,227,5,41.85
Aamer Yamin,Pakistan,ODI,95,101,3,94.06
GEF Barnett,Canada,ODI,95,185,5,51.35
RJ Trott,Bermuda,ODI,95,194,4,48.97
TL Chatara,Zimbabwe,Test,94,201,9,46.77
Mohammad Nawaz,Pakistan,Test,94,189,3,49.74
Yasir Arafat,Pakistan,Test,94,201,2,46.77
DJ Vilas,South Africa,Test,94,211,5,44.55
Mohammad Wasim,Pakistan,ODI,94,106,14,88.68
C Connolly,Australia,ODI,94,138,5,68.12
JP Crawley,England,Test,93,307,2,30.29
Manjural Islam Rana,Bangladesh,Test,93,173,1,53.76
JA Richardson,Australia,ODI,93,109,8,85.32
Y Cariah,West Indies,ODI,93,167,7,55.69
RS Gavaskar,India,ODI,93,164,8,56.71
CL Hooper,West Indies,ODI,93,118,5,78.81
SC Kuggeleijn,New Zealand,Test,92,122,3,75.41
Shoaib Bashir,England,Test,92,244,17,37.7
CS Martin,New Zealand,Test,92,476,49,19.33
B Mavuta,Zimbabwe,ODI,92,108,10,85.19
NA Saini,India,ODI,92,103,4,89.32
Shoriful Islam,Bangladesh,ODI,92,110,21,83.64
Yuvraj Singh,Asia XI,ODI,92,80,3,115.0
JS Patel,New Zealand,ODI,91,152,12,59.87
Mohammed Qasim,United Arab Emirates,ODI,91,179,4,50.84
T Suri,United Arab Emirates,ODI,91,127,5,71.65
R Clarke,England,ODI,91,172,9,52.91
JV Harris,Canada,ODI,91,207,6,43.96
Al-Amin Hossain,Bangladesh,Test,90,127,7,70.87
D Padikkal,India,Test,90,198,2,45.45
JJ Bumrah,India,ODI,90,163,21,55.21
SK Atai,Papua New Guinea,ODI,90,184,12,48.91
S Mukuddem,Bermuda,ODI,90,150,4,60.0
GB Murgatroyd,Namibia,ODI,90,148,6,60.81
MHW Papps,New Zealand,Test,89,273,6,32.6
PP Ojha,India,Test,89,493,22,18.05
Taijul Islam,Bangladesh,ODI,89,137,10,64.96
PBB Rajapaksa,Sri Lanka,ODI,89,87,5,102.3
MNK Fernando,Sri Lanka,ODI,89,135,5,65.93
SSD Arachchige,Sri Lanka,ODI,89,134,3,66.42
A Nehra,India,ODI,89,172,30,51.74
JJ van der Wath,South Africa,ODI,89,72,8,123.61
TC Bastiampillai,Canada,ODI,89,163,5,54.6
Bilawal Bhatti,Pakistan,ODI,89,77,7,115.58
Ariful Haque,Bangladesh,Test,88,159,2,55.35
KIC Asalanka,Sri Lanka,Test,88,171,3,51.46
AB Agarkar,India,Test,88,144,3,61.11
Zulqarnain Haider,Pakistan,Test,88,201,1,43.78
SW Masakadza,Zimbabwe,Test,88,240,5,36.67
SS Cottrell,West Indies,ODI,88,135,17,65.19
J Jarvis,Scotland,ODI,88,121,12,72.73
SE Findlay,West Indies,ODI,88,140,4,62.86
ET Smith,England,Test,87,174,3,50.0
T Mupariwa,Zimbabwe,ODI,87,208,21,41.83
SNJ O'Keefe,Australia,Test,86,433,7,19.86
CD Collymore,West Indies,Test,86,266,15,32.33
GD Elliott,New Zealand,Test,86,323,5,26.63
MA Agarwal,India,ODI,86,91,5,94.51
Hassnain Shah,Oman,ODI,86,71,7,121.13
FL Reifer,West Indies,ODI,86,190,6,45.26
R Vinay Kumar,India,ODI,86,150,12,57.33
NE Bonner,West Indies,ODI,85,140,6,60.71
Shahid Nazir,Pakistan,Test,84,176,5,47.73
JJ Atkinson,Hong Kong,ODI,84,152,4,55.26
J Sumerauer,Jersey,ODI,84,74,3,113.51
NG Smith,New Zealand,ODI,84,121,12,69.42
Shubham Ranjane,United States of America,ODI,84,116,3,72.41
SI Mahmood,England,ODI,84,99,12,84.85
A Kumble,India,ODI,84,212,15,39.62
D Pretorius,South Africa,Test,83,163,3,50.92
Khurram Shahzad,Pakistan,Test,83,224,6,37.05
V Sehwag,ICC World XI,Test,83,96,1,86.46
JH Kallis,ICC World XI,Test,83,179,1,46.37
J Botha,South Africa,Test,83,240,5,34.58
PR Adams,South Africa,Test,83,169,4,49.11
AR Bisht,Oman,ODI,83,113,5,73.45
GH Bodi,South Africa,ODI,83,136,2,61.03
Ziaur Rahman,Bangladesh,ODI,83,91,10,91.21
CJ Nevin,New Zealand,ODI,83,151,7,54.97
TS Roland-Jones,England,Test,82,119,4,68.91
B Mavuta,Zimbabwe,Test,82,206,4,39.81
Ebadat Hossain,Bangladesh,Test,82,272,18,30.15
C Hemraj,West Indies,ODI,82,101,6,81.19
GT Main,Scotland,ODI,82,89,3,92.13
DB Kotze,Namibia,ODI,82,135,6,60.74
SI Mahmood,England,Test,81,161,7,50.31
J Little,Ireland,ODI,81,90,14,90.0
CM Wright,Scotland,ODI,81,145,6,55.86
Mahbubul Alam,Bangladesh,ODI,81,72,2,112.5
AM Phangiso,South Africa,ODI,81,164,12,49.39
Nasir Aziz,United Arab Emirates,ODI,81,125,2,64.8
M Spoors,Canada,ODI,80,146,4,54.79
H Kaushik,United Arab Emirates,ODI,80,93,4,86.02
SJ Harmison,England,ODI,80,138,17,57.97
GR Codrington,Canada,ODI,80,123,6,65.04
MR Gillespie,New Zealand,ODI,80,95,10,84.21
V Sibanda,Africa XI,ODI,80,105,2,76.19
UT Yadav,India,ODI,79,136,21,58.09
TD Astle,New Zealand,ODI,79,80,4,98.75
D Langford-Smith,Ireland,ODI,79,84,9,94.05
E Schiferli,Netherlands,ODI,79,140,8,56.43
S Badrinath,India,ODI,79,173,6,45.66
Hammad Azam,Pakistan,ODI,79,131,6,60.31
C White,England,ODI,79,84,4,94.05
SF Mire,Zimbabwe,Test,78,135,2,57.78
Ishan Kishan,India,Test,78,91,2,85.71
JA Duffy,New Zealand,Test,78,104,4,75.0
LU Igalagamage,Sri Lanka,Test,78,112,2,69.64
M Dillon,West Indies,Test,78,162,3,48.15
SP Khakurel,Nepal,ODI,78,166,5,46.99
AG Prince,Africa XI,ODI,78,120,2,65.0
MJ Cosgrove,Australia,ODI,78,81,2,96.3
IG Butler,New Zealand,ODI,78,125,8,62.4
Sami Aslam,Pakistan,ODI,78,123,4,63.41
VM Nyauchi,Zimbabwe,Test,77,199,8,38.69
YS Chahal,India,ODI,77,144,14,53.47
NM Lyon,Australia,ODI,77,83,13,92.77
Ravinderpal Singh,Canada,ODI,77,107,5,71.96
SC Joseph,West Indies,ODI,77,153,5,50.33
GM Ewing,Zimbabwe,ODI,77,115,6,66.96
Khurram Chohan,Canada,ODI,77,144,9,53.47
PC de Silva,Sri Lanka,ODI,77,98,6,78.57
S Chattergoon,West Indies,Test,76,131,2,58.02
RA Mariu,New Zealand,ODI,76,93,2,81.72
WP Myburgh,Namibia,ODI,76,167,5,45.51
Syed Rasel,Bangladesh,ODI,76,168,22,45.24
L Ronchi,Australia,ODI,76,37,2,205.41
KJ Abbott,South Africa,ODI,76,129,13,58.91
VC Drakes,West Indies,Test,75,149,2,50.34
CA Lynn,Australia,ODI,75,92,4,81.52
KW Richardson,Australia,ODI,75,70,12,107.14
Utkarsh Srivastava,United States of America,ODI,75,75,2,100.0
KDK Vithanage,Sri Lanka,ODI,75,92,6,81.52
IDR Bradshaw,West Indies,Test,74,282,3,26.24
BP Martin,New Zealand,Test,74,142,5,52.11
SW Poynter,Ireland,ODI,74,102,7,72.55
KC Sangakkara,ICC World XI,ODI,74,62,2,119.35
MM Patel,India,ODI,74,114,24,64.91
Bilal Asif,Pakistan,Test,73,176,4,41.48
J Gumbie,Zimbabwe,Test,73,145,1,50.34
CO Browne,West Indies,Test,73,93,2,78.49
JS Foster,England,Test,73,232,2,31.47
T Panyangara,Zimbabwe,Test,73,198,6,36.87
SS McKechnie,Hong Kong,ODI,73,142,6,51.41
WB Rankin,Ireland,ODI,73,178,18,41.01
Waheed Ahmed,United Arab Emirates,ODI,73,131,6,55.73
AD Nath,United Arab Emirates,ODI,73,95,4,76.84
DS Weerakkody,Sri Lanka,ODI,73,67,3,108.96
WJ Pucovski,Australia,Test,72,126,1,57.14
NA McSweeney,Australia,Test,72,212,3,33.96
KM Dabengwa,Zimbabwe,Test,72,118,2,61.02
KO Meth,Zimbabwe,Test,72,129,2,55.81
P Sarraf,Nepal,ODI,72,118,10,61.02
TP Visee,Netherlands,ODI,72,66,3,109.09
KV Morea,Papua New Guinea,ODI,72,119,12,60.5
TL Best,West Indies,ODI,72,114,13,63.16
DR Brown,Scotland,ODI,72,115,4,62.61
J Smits,Netherlands,ODI,72,195,8,36.92
SD Outerbridge,Bermuda,ODI,72,147,9,48.98
I Sharma,India,ODI,72,209,26,34.45
TK Musakanda,Zimbabwe,Test,71,165,3,43.03
Zafar Gohar,Pakistan,Test,71,127,1,55.91
JDF Vandersay,Sri Lanka,Test,71,77,2,92.21
TL Chivanga,Zimbabwe,Test,71,217,7,32.72
GJ Hopkins,New Zealand,Test,71,278,4,25.54
JJ Krejza,Australia,Test,71,146,2,48.63
TK Patel,United States of America,ODI,71,149,6,47.65
Wasim Akram,Pakistan,ODI,71,72,5,98.61
T Thushara,Sri Lanka,Test,70,154,9,45.45
HP Tillakaratne,Sri Lanka,Test,70,180,2,38.89
Bilawal Bhatti,Pakistan,Test,70,153,2,45.75
K Pierre,West Indies,ODI,70,99,6,70.71
Mohammad Aadil Alam,Nepal,ODI,70,82,4,85.37
N Dutta,Canada,ODI,70,122,5,57.38
CK Langeveldt,South Africa,ODI,70,120,17,58.33
FH Edwards,West Indies,ODI,70,154,18,45.45
TN de Grooth,Netherlands,ODI,70,150,8,46.67
Shuvagata Hom,Bangladesh,ODI,70,88,3,79.55
B Ward,Jersey,ODI,69,106,4,65.09
DR Mousley,England,ODI,69,88,3,78.41
Ali Nadeem,Canada,ODI,69,114,3,60.53
Mahidul Islam Ankon,Bangladesh,ODI,69,122,3,56.56
SR Clark,Australia,ODI,69,90,11,76.67
T Maruma,Zimbabwe,Test,68,186,4,36.56
Abrar Ahmed,Pakistan,Test,68,120,9,56.67
BJ McCarthy,Ireland,Test,68,147,3,46.26
M Zondeki,South Africa,Test,68,168,3,40.48
Junaid Khan,Pakistan,ODI,68,134,23,50.75
C Overton,England,ODI,68,79,5,86.08
Tilak Varma,India,ODI,68,125,4,54.4
JT Ball,England,Test,67,125,4,53.6
G Coetzee,South Africa,Test,67,78,4,85.9
MJ Humphreys,Ireland,Test,67,153,5,43.79
WD Parnell,South Africa,Test,67,182,3,36.81
Saleem Elahi,Pakistan,Test,67,229,2,29.26
CB Sole,Scotland,ODI,67,84,13,79.76
GM Strydom,Zimbabwe,ODI,67,133,5,50.38
JAR Blain,Scotland,ODI,67,134,6,50.0
SR Waters,Kenya,ODI,67,147,7,45.58
D Olivier,South Africa,Test,66,267,14,24.72
TK Curran,England,Test,66,120,2,55.0
Mustafizur Rahman,Bangladesh,Test,66,163,13,40.49
SW Billings,England,Test,66,114,2,57.89
N Brand,South Africa,Test,66,129,2,51.16
DR Smith,West Indies,Test,66,107,2,61.68
AC Evans,Scotland,ODI,66,92,11,71.74
Mehran Khan,Oman,ODI,66,70,4,94.29
CD de Lange,Scotland,ODI,65,94,5,69.15
LA Dawson,England,ODI,65,78,6,83.33
GI Hume,Ireland,ODI,65,98,8,66.33
AD Poynter,Ireland,ODI,65,134,6,48.51
R van Tonder,South Africa,Test,64,169,2,37.87
Moin Khan,Pakistan,Test,64,159,2,40.25
PADLR Sandakan,Sri Lanka,ODI,64,147,19,43.54
C Carmichael,Ireland,ODI,64,83,2,77.11
Sahibzada Farhan,Pakistan,ODI,64,90,3,71.11
Yasir Arafat,Pakistan,ODI,64,103,5,62.14
AR Caddick,England,ODI,64,118,10,54.24
VA Singh,West Indies,Test,63,199,3,31.66
RM Patidar,India,Test,63,164,3,38.41
S Badrinath,India,Test,63,178,2,35.39
BV Vitori,Zimbabwe,ODI,63,75,11,84.0
A Flintoff,ICC World XI,ODI,63,78,2,80.77
PD McGlashan,New Zealand,ODI,63,53,2,118.87
NP Mayavo,Zimbabwe,Test,62,111,2,55.86
P Utseya,Zimbabwe,Test,62,172,3,36.05
S Vesawkar,Nepal,ODI,62,140,3,44.29
Adnan Akmal,Pakistan,ODI,62,92,4,67.39
Iftikhar Ahmed,Pakistan,Test,61,143,4,42.66
MJ Hay,New Zealand,Test,61,94,1,64.89
ST Doheny,Ireland,Test,61,129,1,47.29
PJ Ingram,New Zealand,Test,61,152,2,40.13
BT Foakes,England,ODI,61,78,1,78.21
BC Fortuin,South Africa,ODI,61,97,9,62.89
BJ Dwarshuis,Australia,ODI,61,93,3,65.59
LN Onyango,Kenya,ODI,61,82,4,74.39
Dolar Mahmud,Bangladesh,ODI,61,44,4,138.64
SR Thompson,Ireland,Test,60,153,2,39.22
SCG MacGill,Australia,Test,60,106,11,56.6
MR Gillespie,New Zealand,Test,60,96,4,62.5
Shahid Wasif,Hong Kong,ODI,60,138,6,43.48
Shahadat Hossain,Bangladesh,ODI,60,119,18,50.42
R Kaia,Zimbabwe,Test,59,161,3,36.65
M Theekshana,Sri Lanka,Test,59,149,2,39.6
SM Ervine,Zimbabwe,Test,59,110,1,53.64
N Madziva,Zimbabwe,ODI,59,123,8,47.97
TL Seifert,New Zealand,ODI,59,57,3,103.51
Junaid Siddiqui,Canada,ODI,59,147,6,40.14
Arjun Kumal,Nepal,ODI,59,113,2,52.21
Abdul Jabbar,Canada,ODI,59,86,2,68.6
MR Swart,Netherlands,ODI,59,78,5,75.64
GJ Whittall,Zimbabwe,ODI,59,71,4,83.1
Krishna Chandran,United Arab Emirates,ODI,59,163,7,36.2
AM Fernando,Sri Lanka,Test,58,222,20,26.13
T Duffin,Zimbabwe,Test,58,136,1,42.65
JA Morkel,South Africa,Test,58,71,1,81.69
MR Ramprakash,England,Test,58,133,1,43.61
PJ Wiseman,New Zealand,Test,58,110,2,52.73
CBRLS Kumara,Sri Lanka,ODI,58,137,17,42.34
Mohammad Naim,Bangladesh,ODI,58,99,4,58.59
C Wickramasinghe,Sri Lanka,ODI,58,106,3,54.72
V Sehwag,ICC World XI,ODI,58,58,2,100.0
MO Jones,Bermuda,ODI,58,72,6,80.56
TMK Mawoyo,Zimbabwe,ODI,58,166,7,34.94
LL Tsotsobe,South Africa,ODI,58,113,19,51.33
VC Drakes,West Indies,ODI,58,124,9,46.77
M van Schoor,Namibia,ODI,58,111,5,52.25
BM Wheeler,New Zealand,ODI,58,47,4,123.4
Mohammad Shahid,Bangladesh,Test,57,81,5,70.37
AJ Tye,Australia,ODI,57,48,7,118.75
Mohammed Siraj,India,ODI,57,139,19,41.01
G Coetzee,South Africa,ODI,57,90,7,63.33
Akram Khan,Bangladesh,ODI,57,102,2,55.88
L Sreekumar,United Arab Emirates,ODI,57,69,3,82.61
LM Jongwe,Zimbabwe,Test,56,94,1,59.57
Enamul Haque jnr,Bangladesh,Test,56,258,13,21.71
NV Ojha,India,Test,56,117,1,47.86
S Jora,Nepal,ODI,56,68,5,82.35
Zubayr Hamza,South Africa,ODI,56,82,1,68.29
JNT Seales,West Indies,ODI,56,90,11,62.22
Arshdeep Singh,India,ODI,56,53,9,105.66
Shamim Hossain,Bangladesh,ODI,56,80,5,70.0
AWJ Auguste,West Indies,ODI,56,83,4,67.47
Shoaib Khan,United Arab Emirates,ODI,56,93,4,60.22
HWR Cartwright,Australia,Test,55,125,2,44.0
Khaled Ahmed,Bangladesh,Test,55,178,16,30.9
Mohammad Wasim,Pakistan,Test,55,74,2,74.32
BA Parchment,West Indies,Test,55,164,2,33.54
S Matsikenyeri,Zimbabwe,Test,55,169,3,32.54
Nadeem Ahmed,Hong Kong,ODI,55,132,11,41.67
FY Fazal,India,ODI,55,65,1,84.62
J Figy John,United Arab Emirates,ODI,55,75,2,73.33
RK Singh,India,ODI,55,43,2,127.91
S Kalyan,United Arab Emirates,ODI,55,128,4,42.97
Irfan Ahmed,Hong Kong,ODI,55,81,3,67.9
DE Bollinger,Australia,Test,54,160,9,33.75
A Nao,Papua New Guinea,ODI,54,71,15,76.06
Imran Haider,United Arab Emirates,ODI,54,127,12,42.52
N Pokana,Papua New Guinea,ODI,54,124,11,43.55
CH Gayle,ICC World XI,ODI,54,50,2,108.0
Kabir Ali,England,ODI,54,58,8,93.1
DES Maxwell,Canada,ODI,54,45,3,120.0
CAK Walton,West Indies,ODI,53,88,8,60.23
Mohammad Hasnain,Pakistan,ODI,53,34,7,155.88
DDP D'Silva,United Arab Emirates,ODI,53,123,5,43.09
BM Tickner,New Zealand,ODI,53,71,9,74.65
PM Liyanagamage,Sri Lanka,ODI,53,122,9,43.44
BCJ Cutting,Australia,ODI,53,67,2,79.1
AR Berenger,United Arab Emirates,ODI,53,115,6,46.09
S Mahmood,England,Test,52,125,1,41.6
MM Patel,India,Test,52,131,9,39.69
Abdur Rauf,Pakistan,Test,52,168,3,30.95
BV Vitori,Zimbabwe,Test,52,84,4,61.9
JW Hastings,Australia,Test,52,89,1,58.43
Waqar Younis,Pakistan,Test,52,71,2,73.24
Waqas Khan,Hong Kong,ODI,52,106,4,49.06
AK Perera,Sri Lanka,ODI,52,83,4,62.65
Kamrul Islam Rabbi,Bangladesh,Test,51,281,7,18.15
Mir Hamza,Pakistan,Test,51,183,7,27.87
SD Udal,England,Test,51,87,2,58.62
XJ Doherty,Australia,Test,51,159,4,32.08
Nasir Jamshed,Pakistan,Test,51,108,2,47.22
RA Reifer,West Indies,ODI,51,103,5,49.51
AA Paradkar,United States of America,ODI,51,85,5,60.0
RN Bhatia,United Arab Emirates,ODI,51,114,9,44.74
Khuzaima Tanveer,United Arab Emirates,ODI,51,39,3,130.77
E Chigumbura,Africa XI,ODI,51,49,3,104.08
TM Odoyo,Africa XI,ODI,51,51,2,100.0
A Mithun,India,ODI,51,57,3,89.47
CA Pujara,India,ODI,51,136,5,37.5
Mohammad Nawaz (3),Pakistan,Test,50,157,3,31.85
A Flintoff,ICC World XI,Test,50,63,1,79.37
RTM Mendis,Sri Lanka,ODI,50,50,4,100.0
WA Agar,Australia,ODI,50,43,2,116.28
CT Tremlett,England,ODI,50,91,11,54.95
DE Bollinger,Australia,ODI,50,54,7,92.59
GJ Rennie,Zimbabwe,ODI,50,128,4,39.06
ZS Ansari,England,Test,49,136,3,36.03
WTS Porterfield,Ireland,Test,49,199,2,24.62
Imran Butt,Pakistan,Test,49,93,2,52.69
ZGF Foulkes,New Zealand,ODI,49,59,5,83.05
LHD Dilhara,Sri Lanka,ODI,49,60,4,81.67
KO Meth,Zimbabwe,ODI,49,93,6,52.69
SS Tiwary,India,ODI,49,57,2,85.96
Mohammad Shahzad (2),United Arab Emirates,ODI,49,68,3,72.06
JC Tongue,England,Test,48,138,7,34.78
FL Reifer,West Indies,Test,48,129,2,37.21
FJ Klaassen,Netherlands,ODI,48,78,12,61.54
Irfan Khan,Pakistan,ODI,48,75,6,64.0
TB Robinson,New Zealand,ODI,48,49,3,97.96
RJ Harris,Australia,ODI,48,48,9,100.0
Mohammad Irfan,Pakistan,ODI,48,152,30,31.58
Zulqarnain Haider,Pakistan,ODI,48,70,4,68.57
Arafat Sunny,Bangladesh,ODI,48,94,10,51.06
EC Joyce,Ireland,Test,47,102,1,46.08
K Pierre,West Indies,Test,47,110,2,42.73
VRV Singh,India,Test,47,42,4,111.9
R McLaren,South Africa,Test,47,108,2,43.52
Mohammad Ayub,Pakistan,Test,47,168,1,27.98
BTJ Wheal,Scotland,ODI,47,65,6,72.31
Arshad Ali,United Arab Emirates,ODI,47,90,2,52.22
GJ Batty,England,Test,46,234,5,19.66
Mohammad Huraira,Pakistan,Test,46,95,2,48.42
GA Lamb,Zimbabwe,Test,46,120,1,38.33
KK Nair,India,ODI,46,89,2,51.69
ME Sanuth,Oman,ODI,46,41,2,112.2
T Lungameni,Namibia,ODI,46,108,15,42.59
PP Ojha,India,ODI,46,114,9,40.35
GC Wilson,Ireland,Test,45,115,2,39.13
BJ Arnel,New Zealand,Test,45,148,6,30.41
JC Tredwell,England,Test,45,87,2,51.72
JP Faulkner,Australia,Test,45,43,1,104.65
J Theron,United States of America,ODI,45,99,11,45.45
MJ Potts,England,ODI,45,62,6,72.58
TH David,Australia,ODI,45,56,4,80.36
Abdul Samad,Pakistan,ODI,45,58,3,77.59
OAC Banks,West Indies,ODI,45,60,2,75.0
RDM Leverock,Bermuda,ODI,45,121,9,37.19
TV Mufambisi,Zimbabwe,ODI,45,71,4,63.38
Tabarak Dar,Hong Kong,ODI,45,95,2,47.37
M Karg,Namibia,ODI,45,66,2,68.18
J Nyumbu,Zimbabwe,ODI,45,90,13,50.0
Sharjeel Khan,Pakistan,Test,44,45,1,97.78
S Sreesanth,India,ODI,44,125,19,35.2
M Dillon,West Indies,ODI,44,52,10,84.62
Al Sahariar,Bangladesh,ODI,44,102,6,43.14
NA de Groot,Canada,ODI,44,130,6,33.85
JM Bird,Australia,Test,43,141,8,30.5
T Makoni,Zimbabwe,Test,43,124,2,34.68
A Mishra,India,ODI,43,87,10,49.43
S Dube,India,ODI,43,49,4,87.76
VM Nyauchi,Zimbabwe,ODI,43,53,5,81.13
J Lewis,England,ODI,43,49,7,87.76
HA Varaiya,Kenya,ODI,43,119,11,36.13
SJ Swanepoel,Namibia,ODI,43,99,5,43.43
RP Lefebvre,Netherlands,ODI,43,68,4,63.24
AR Caddick,England,Test,42,105,2,40.0
LN Rajbanshi,Nepal,ODI,42,171,25,24.56
Haider Ali,Pakistan,ODI,42,33,2,127.27
R Dravid,ICC World XI,ODI,42,73,2,57.53
AO Suji,Kenya,ODI,42,93,6,45.16
HJC Mol,Netherlands,ODI,42,125,4,33.6
CD Cumming,New Zealand,ODI,42,101,6,41.58
CT Mutombodzi,Zimbabwe,Test,41,121,1,33.88
Tanzim Hasan Sakib,Bangladesh,Test,41,80,1,51.25
G Hoey,Ireland,Test,41,114,1,35.96
BC Lara,ICC World XI,Test,41,59,1,69.49
Shabbir Ahmed,Pakistan,Test,41,88,3,46.59
KY Ottley,West Indies,ODI,41,76,4,53.95
Parveen Kumar,Canada,ODI,41,48,4,85.42
R Telemachus,South Africa,ODI,41,20,3,205.0
WP Saha,India,ODI,41,59,5,69.49
JL Pattinson,Australia,ODI,41,80,7,51.25
Fayyaz Ahmed,United Arab Emirates,ODI,41,98,2,41.84
S von Berg,South Africa,Test,40,111,1,36.04
SP Narine,West Indies,Test,40,92,6,43.48
CB Mpofu,Zimbabwe,ODI,40,170,30,23.53
PS Masvaure,Zimbabwe,ODI,40,63,2,63.49
A Nortje,South Africa,ODI,40,60,7,66.67
M Shumba,Zimbabwe,ODI,40,83,6,48.19
NB Mahwire,Zimbabwe,ODI,40,108,8,37.04
WF Stelling,Netherlands,ODI,40,39,2,102.56
A Shahzad,England,ODI,40,62,8,64.52
Bilal Asif,Pakistan,ODI,40,52,3,76.92
ZGF Foulkes,New Zealand,Test,39,97,3,40.21
SC Joseph,West Indies,Test,39,102,2,38.24
RA Austin,West Indies,Test,39,216,2,18.06
TA Copeland,Australia,Test,39,77,2,50.65
T Shamsi,South Africa,ODI,39,71,13,54.93
N Burger,South Africa,ODI,39,95,7,41.05
Zuhaib Zubair,United Arab Emirates,ODI,39,51,4,76.47
Usman Khan,Pakistan,ODI,39,33,1,118.18
CD Collymore,West Indies,ODI,39,71,14,54.93
RE van der Merwe,South Africa,ODI,39,41,7,95.12
CB Lambert,United States of America,ODI,39,86,1,45.35
J Nyumbu,Zimbabwe,Test,38,129,3,29.46
V Masekesa,Zimbabwe,Test,38,167,4,22.75
Elias Sunny,Bangladesh,Test,38,143,4,26.57
JT Ball,England,ODI,38,50,6,76.0
TB Sole,Scotland,ODI,38,37,6,102.7
R Klein,Netherlands,ODI,38,81,9,46.91
K Sinclair,West Indies,ODI,38,65,3,58.46
Usama Mir,Pakistan,ODI,38,30,4,126.67
Shahid Ahmadzai,Canada,ODI,38,66,6,57.58
JJ Davidson,Scotland,ODI,38,34,4,111.76
Jaskaran Singh,Canada,ODI,38,64,3,59.38
Saad Masood,Pakistan,ODI,38,44,1,86.36
Abdul Razzaq,Asia XI,ODI,38,80,1,47.5
DJ Reekers,Netherlands,ODI,38,38,5,100.0
PP Chawla,India,ODI,38,60,12,63.33
Qaiser Ali,Canada,ODI,38,98,5,38.78
ST Jayasuriya,Asia XI,ODI,38,54,3,70.37
CKB Kulasekara,Sri Lanka,ODI,38,73,3,52.05
N M'shangwe,Zimbabwe,ODI,38,44,4,86.36
Usman Salahuddin,Pakistan,Test,37,120,1,30.83
J Campbell,Zimbabwe,Test,37,65,1,56.92
Tushar Imran,Bangladesh,Test,37,107,2,34.58
Syed Rasel,Bangladesh,Test,37,96,6,38.54
Fazl-e-Akbar,Pakistan,Test,37,65,1,56.92
TS Roland-Jones,England,ODI,37,38,1,97.37
Hasan Mahmud,Bangladesh,ODI,37,79,13,46.84
KAR Hodge,West Indies,ODI,37,48,3,77.08
JA Clarkson,New Zealand,ODI,37,55,5,67.27
MJ Owen,Australia,ODI,37,28,2,132.14
SO Ngoche,Kenya,ODI,37,45,5,82.22
Abu Jayed,Bangladesh,Test,36,158,11,22.78
GI Hume,Ireland,Test,36,138,3,26.09
JD Unadkat,India,Test,36,89,3,40.45
GM Ewing,Zimbabwe,Test,36,58,2,62.07
Mohammad Sharif,Bangladesh,Test,36,122,2,29.51
Al Sahariar,Bangladesh,Test,36,61,1,59.02
BG Rogers,Zimbabwe,Test,36,75,2,48.0
D Madushanka,Sri Lanka,ODI,36,76,9,47.37
Aaditya Varadarajan,Canada,ODI,36,66,3,54.55
DNT Zoysa,Sri Lanka,ODI,36,56,9,64.29
KC Sangakkara,Asia XI,ODI,36,94,2,38.3
JO Troughton,England,ODI,36,77,5,46.75
MA Suji,Kenya,ODI,36,51,7,70.59
RWT Key,England,ODI,36,105,4,34.29
Codi Yusuf,South Africa,Test,35,66,1,53.03
VR Aaron,India,Test,35,110,7,31.82
RKJ Dawson,England,Test,35,111,3,31.53
N Pradeep,Sri Lanka,ODI,35,80,19,43.75
C McAuslan,Hong Kong,ODI,35,74,2,47.3
JNT Vare,Papua New Guinea,ODI,35,71,5,49.3
Basir Ahamad,Nepal,ODI,35,83,5,42.17
NA Greenwood,Jersey,ODI,35,69,4,50.72
JC Balt,Namibia,ODI,35,61,3,57.38
KDC Clarke,New Zealand,ODI,35,22,2,159.09
DT Hondo,Zimbabwe,ODI,35,113,14,30.97
Zulfiqar Babar,Pakistan,ODI,35,40,5,87.5
GH Dockrell,Ireland,Test,34,78,1,43.59
Saqlain Mushtaq,Pakistan,Test,34,158,3,21.52
A McGrath,England,Test,34,70,1,48.57
Mohammad Talha,Pakistan,Test,34,72,3,47.22
Abdul Shakoor,United Arab Emirates,ODI,34,66,2,51.52
LR Naylor,Scotland,ODI,34,43,2,79.07
Mohammad Tauqir,United Arab Emirates,ODI,34,83,7,40.96
